alias,code,name,version,useInEditor,hero,item,sort,race,checkDep,levels,reqLevel,levelSkip,priority,targs1,Cast1,Dur1,HeroDur1,Cool1,Cost1,Area1,Rng1,DataA1,DataB1,DataC1,DataD1,DataE1,DataF1,DataG1,DataH1,DataI1,UnitID1,BuffID1,EfctID1,targs2,Cast2,Dur2,HeroDur2,Cool2,Cost2,Area2,Rng2,DataA2,DataB2,DataC2,DataD2,DataE2,DataF2,DataG2,DataH2,DataI2,UnitID2,BuffID2,EfctID2,targs3,Cast3,Dur3,HeroDur3,Cool3,Cost3,Area3,Rng3,DataA3,DataB3,DataC3,DataD3,DataE3,DataF3,DataG3,DataH3,DataI3,UnitID3,BuffID3,EfctID3,targs4,Cast4,Dur4,HeroDur4,Cool4,Cost4,Area4,Rng4,DataA4,DataB4,DataC4,DataD4,DataE4,DataF4,DataG4,DataH4,DataI4,UnitID4,BuffID4,EfctID4,InBeta
ACmo,ANmo,Monsoon(creep),1,1,0,0,hero,creeps,1,1,0,0,0,"air,ground,structure,enemy,neutral",0,15,15,10,75,300,500,20,1.5,0.35,-,-,-,-,-,-,,ANmd,XNmo,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amgl,Amgl,Moon Glaive,0,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amgr,Amgl,Moon Glaive (No research),0,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amov,Amov,Move,0,0,0,0,unit,other,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aneu,Aneu,Neutral Building,0,1,0,0,unit,other,1,1,0,0,0,_,0,0,0,0,0,-,350,450,1,1,1,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Ane2,Aneu,Neutral Building (any unit),0,1,0,0,unit,other,1,1,0,0,0,_,0,0,0,0,0,-,350,450,16,0,0,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Andt,Andt,Neutral Detection (Reveal ability),0,1,0,0,unit,creeps,1,1,0,0,0,_,0,6,6,0,0,900,-,50,0,3,-,-,-,-,-,-,,,Xbdt,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANre,Aarm,Neutral Regen (mana only),0,1,0,0,unit,creeps,1,1,0,0,0,"ground,air,organic,vuln,invu",0,0,0,0,0,500,-,0.01,1,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACnr,Aoar,Neutral Regen (health only),0,1,0,0,unit,creeps,1,1,0,0,0,"ground,air,organic,vuln,invu",0,0,0,0,0,500,-,0.01,1,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
AAns,AAns,Neutral Spell,0,1,0,0,unit,creeps,1,1,0,0,0,_,0,0,0,0,0,-,-,50,0,-,-,neutralspell,1,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Ansp,Ansp,Neutral Spies,0,1,0,0,unit,creeps,1,1,0,0,0,_,0,10,10,0,0,-,-,100,0,1,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afak,Afak,Orb of Annihilation,1,1,0,0,unit,undead,1,1,0,0,0,"air,ground,structure,enemy,neutral",0,0,0,0,25,150,450,20,0.45,0.25,1,75,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANak,Afak,Orb of Annihilation (Quill Spray),1,1,0,0,unit,creeps,1,1,0,0,0,"air,ground,structure,enemy,neutral",0,0,0,0,15,175,600,15,0.5,0.25,150,300,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afir,Afir,On Fire,0,0,0,0,unit,other,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afih,Afih,On Fire (Human),0,0,0,0,unit,human,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afio,Afio,On Fire (Orc),0,0,0,0,unit,orc,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afin,Afin,On Fire (Night Elf),0,0,0,0,unit,nightelf,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Afiu,Afiu,On Fire (Undead),0,0,0,0,unit,undead,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANpa,ANpa,Parasite,1,1,0,0,unit,naga,1,1,0,0,0,"air,ground,enemy,organic,neutral,nonhero",90,30,0,5,50,-,700,5,0,0,8,1,-,-,-,-,ncfs,"BNpa,BNpm",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACpa,ANpa,Parasite(eredar),1,1,0,0,unit,creeps,1,1,0,0,0,"air,ground,enemy,organic,neutral,nonhero",90,30,0,5,50,-,700,5,0,0,8,1,-,-,-,-,nvdl,"BNpa,BNpm",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANpi,ANpi,Permanent Immolation,0,1,0,0,unit,other,0,1,0,0,0,"ground,enemy,neutral,organic",0,1,1,0,0,220,-,10,0,0,-,-,-,-,-,-,,BNpi,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apmf,ANpi,Permanent Immolation (flying),1,1,0,0,unit,other,0,1,0,0,0,"air,enemy,neutral,organic",0,1,1,0,0,220,-,20,0,0,-,-,-,-,-,-,,BNpi,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apig,Apig,Permanent Immolation (graphic),1,1,0,0,unit,other,0,1,0,0,0,"ground,enemy,neutral,organic",0,1,1,0,0,220,-,10,0,0,-,-,-,-,-,-,,Bpig,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apiv,Apiv,Permanent Invisibility,0,1,0,0,unit,other,1,1,0,0,0,_,0,2,2,0,0,-,-,1,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apsh,Apsh,Phase Shift,1,1,0,0,unit,nightelf,1,1,0,0,0,_,0,1.5,1.5,6.5,20,-,-,0,0,-,-,-,-,-,-,-,,Bpsh,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aphx,Aphx,Phoenix,1,1,0,0,unit,human,1,1,0,0,0,_,0.7,0.5,10,0,0,-1,-,hphx,7,0.5,0.5,-,-,-,-,-,hpxe,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apxf,Apxf,PhoenixFire,1,1,0,0,unit,human,1,1,0,0,0,"ground,air,enemy",0,10,7,0.5,0,600,,20,2,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apts,Apts,Plague Toss,0,1,0,0,unit,undead,1,1,0,0,0,"ground,enemy,structure,debris,tree,wall,organic,neutral",0,10,10,0,0,-,-,-,-,-,-,-,-,-,-,-,uplg,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apoi,Apoi,Poison Attack,0,1,0,0,unit,other,1,1,0,0,0,"air,ground,organic",0,10,10,0,0,-,-,4,0,0,1,-,-,-,-,-,,"Bpoi,Bpsd",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aply,Aply,Polymorph,0,1,0,0,unit,human,1,1,0,0,0,"air,ground,nonhero,enemy,organic,neutral",0,60,60,3,220,-,500,5,nshe,nshf,nsha,nshw,-,-,-,-,,Bply,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACpy,Aply,Polymorph (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,nonhero,enemy,organic,neutral",0,25,25,10,220,-,500,5,nshe,nshf,nsha,nshw,-,-,-,-,,Bply,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apos,Apos,Possession,0,1,0,0,unit,undead,1,1,0,0,0,"ground,nonhero,enemy,organic,neutral",1,0,0,0,250,-,200,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACps,Apos,Possession (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"ground,nonhero,enemy,organic,neutral",1,0,0,0,250,-,200,5,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aps2,Aps2,Possession (Channeling),0,1,0,0,unit,undead,1,1,0,0,0,"ground,nonhero,enemy,organic,neutral",0,4.5,4.5,0,250,-,350,5,1.66,1,1,-,-,-,-,-,,"Bpos,Bpoc",,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Awar,Awar,Pulverize,0,1,0,0,unit,orc,1,1,0,0,0,"ground,enemy,neutral",0,0,0,0,0,-,-,25,60,250,350,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACpv,Awar,Pulverize (Sea Giant),1,1,0,0,unit,creeps,0,1,0,0,0,"ground,enemy,neutral",0,0,0,0,0,-,-,20,40,150,250,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apit,Apit,Purchase Item,0,1,0,0,unit,other,0,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aprg,Aprg,Purge,0,1,0,0,unit,orc,1,1,0,0,0,"air,ground,ward,vuln,invu,tree",0,15,5,1,75,-,700,5,0,400,0,0,0,-,-,-,,Bprg,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Apg2,Aprg,Purge,0,1,0,0,unit,orc,1,1,0,0,0,"air,ground,ward,vuln,invu,tree",0,15,5,1,75,-,700,5,0,400,3,1,0,-,-,-,,Bprg,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACpu,Aprg,Purge (Creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,ward,vuln,invu,tree",0,5,5,5,75,-,700,5,0,400,0,0,0,-,-,-,,Bprg,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrf,ANrf,Rain of Fire (creep),0,1,0,0,unit,creeps,0,1,0,0,0,_,1,0,0,12,125,200,800,6,25,6,0.5,0,-,-,-,-,,"BNrd,BNrf",XErf,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrg,ANrf,"Rain of Fire (creep,greater)",0,1,0,0,unit,creeps,0,1,0,0,0,_,1,3,3,12,125,300,800,9,50,9,0.75,20,-,-,-,-,,"BNrd,BNrf",XErf,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arai,Arai,Raise Dead,0,1,0,0,unit,undead,1,2,0,0,0,dead,0,40,40,8,75,900,600,2,0,uske,-,-,-,-,-,-,uske,Brai,,dead,0,40,40,8,75,900,600,1,1,uske,uskm,-,-,-,-,-,uske,Brai,,dead,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrd,Arai,Raise Dead (Creep),0,1,0,0,unit,creeps,0,1,0,0,0,dead,0,40,40,12,75,900,600,2,0,uske,-,-,-,-,-,-,uske,Brai,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ARal,ARal,Rally,0,1,0,0,unit,other,1,0,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arav,Arav,Raven Form (Druid),0,1,0,0,unit,nightelf,1,1,0,0,0,_,1.05,0.6,0,0,50,-1,-,edot,5,1,1,-,-,-,-,-,edtm,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Amrf,Arav,Raven Form (Medivh),0,1,0,0,unit,creeps,0,1,0,0,0,_,1.05,0.6,0,0,0,-1,-,nmed,5,1,1,-,-,-,-,-,nmdm,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrn,ACrn,Reincarnation (creep),0,1,0,0,unit,creeps,0,1,0,0,0,_,3,0,0,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ANr2,AOre,Reincarnation (generic),0,1,1,0,hero,creeps,1,1,0,0,0,_,3,0,0,240, - ,-,-,7,-,-,-,-,-,-,-,-,,,XOre,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arbr,Arbr,Reinforced Burrows,1,1,0,0,unit,orc,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arej,Arej,Rejuvination,0,1,0,0,unit,nightelf,1,1,0,0,0,"air,ground,friend,vuln,invu,self,organic,neutral",0,12,12,1,125,-,400,400,0,3,0,-,-,-,-,-,,Brej,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrj,Arej,Rejuvination (creep),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,friend,vuln,invu,self,organic,neutral",0,12,12,5,125,-,400,400,0,3,0,-,-,-,-,-,,Brej,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACr2,Arej,Rejuvination (Furbolg),0,1,0,0,unit,creeps,0,1,0,0,0,"air,ground,friend,vuln,invu,self,organic,neutral",0,12,12,0,150,-,400,400,0,3,0,-,-,-,-,-,,Brej,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Aren,Aren,Renew,0,1,0,0,unit,nightelf,1,1,0,0,0,"friend,ground,air,structure,bridge,alive,dead,invu,vuln",0,0,0,0,0,-,50,0.35,1.5,0,0,175,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Ahrp,Arep,Repair (Human),0,1,0,0,unit,human,1,1,0,0,0,"mechanical,friend,nonancient,ground,air,structure,bridge,alive,dead,invu,vuln",0,0,0,0,0,-,50,0.35,1.5,0.15,0.6,75,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arep,Arep,Repair (Orc),0,1,0,0,unit,orc,1,1,0,0,0,"mechanical,friend,nonancient,ground,air,structure,bridge,alive,dead,invu,vuln",0,0,0,0,0,-,50,0.35,1.5,0,0,75,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arpb,Arpb,Replenish (Life & Mana),1,1,0,0,unit,undead,1,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",6,1,1,1,6,700,250,25,25,0,0,5,-,-,-,-,,Brpb,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arpl,Arpl,Replenish (Life),1,1,0,0,unit,undead,1,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",6,1,1,1,2,700,250,10,-,0,-,5,-,-,-,-,,Brpl,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arpm,Arpm,Replenish (Mana),1,1,0,0,unit,undead,1,1,0,0,0,"ground,air,friend,self,organic,vuln,invu",6,1,1,1,2,700,250,-,3,-,0,5,-,-,-,-,,Brpm,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arsk,Arsk,Resistant Skin,1,1,0,0,unit,nightelf,1,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACrk,Arsk,Resistant Skin (creep),1,1,0,0,unit,creeps,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
ACsk,Arsk,"Resistant Skin(3,1 pos, creep)",1,1,0,0,unit,creeps,0,1,0,0,0,_,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Arst,Arst,Restoration,0,1,0,0,unit,undead,1,1,0,0,0,"mechanical,friend,nonancient,ground,air,structure,bridge,alive,dead,invu,vuln",0,0,0,0,0,-,50,0.35,1.5,0,0,175,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Argd,Artn,Return (Gold),0,1,0,0,unit,other,1,1,0,0,0,_,0,0,0,0,0,-,-,1,0,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
Argl,Artn,Return (Gold & Lumber),0,1,0,0,unit,other,1,1,0,0,0,_,0,0,0,0,0,-,-,1,1,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,_,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,1
